藏品编号,藏品名称,作者,时间,朝代,类别,尺寸,媒介,摘要,信用信息,图片链接,详情链接
152112,Bowl,Artist/maker unknown,1789,Qing Dynasty (1644-1911),Containers,1 3/4 × 9 15/16 inches (4.4 × 25.2 cm),Porcelain with overglaze enamel and gilt decoration,"This bowl was made in China, for export to the Islamic market.  It is an example of ""clobbered ware,"" in which preexisting decorations are painted over with new designs. On this piece, a version of the ""blossom and nightingale"" motif popular in the Persian market is covered with an Urdu inscription honoring a noble woman in her ""fourth age."" Enamelers sometimes clobbered porcelain so that they could quickly fill special orders.","Gift of Mrs. Henry Brinton Coxe, 1928","https://iiif.micr.io/Mmpil/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152112
160998,Platter,Artist/maker unknown,c. 1750-1755,Qing Dynasty (1644-1911),Containers,15 1/8 x 11 5/8 x 1 1/8 inches (38.4 x 29.5 x 2.9 cm),Hard-paste porcelain with underglaze blue decoration,,"Purchased with the Director's Discretionary Fund, 1969","https://iiif.micr.io/OPOSZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160998
161473,Teapot,Artist/maker unknown,Early 19th century,Qing Dynasty (1644-1911),Containers,4 1/4 × 5 3/4 × 3 3/4 inches (10.8 × 14.6 × 9.5 cm),Hard-paste porcelain with underglaze decoration,,"Gift of Noel Clark Miller in memory of Edith Collings Siter, 1978","https://iiif.micr.io/tuazu/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161473
270832,Vase (One of a Pair),Artist/maker unknown,c. 1725,Qing Dynasty (1644-1911),Containers,16 9/16 × 9 1/16 inches (42 × 23 cm),"Porcelain with underglaze blue, overglaze enamel decoration and gilding (Chinese Imari)",,"The Henry P. McIlhenny Collection in memory of Frances P. McIlhenny, 1986","https://iiif.micr.io/Tgjaq/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/270832
41162,Soup Plate,Artist/maker unknown,Late 18th - early 19th century,Qing Dynasty (1644-1911),Containers,1 1/2 × 7 15/16 inches (3.8 × 20.2 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Mrs. W. Logan MacCoy, 1924","https://iiif.micr.io/PrRkR/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/41162
123715,Sugar Bowl and Cover,Artist/maker unknown,c. 1750,Qing Dynasty (1644-1911),Containers,4 1/2 × 6 × 4 1/4 inches (11.4 × 15.2 × 10.8 cm),Hard-paste porcelain with enamel and gilt decoration,,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/kXpbv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/123715
146633,Cup,Artist/maker unknown,c. 1790,Qing Dynasty (1644-1911),Containers,1 7/8 × 3 7/16 inches (4.8 × 8.7 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Emily Bacon Morrison in memory of Edward and Lizzie W. Bacon, 1927","https://iiif.micr.io/fpEyB/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/146633
146667,Saucer,Artist/maker unknown,c. 1790,Qing Dynasty (1644-1911),Containers,1 × 5 3/8 inches (2.5 × 13.7 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Emily Bacon Morrison in memory of Edward and Lizzie W. Bacon, 1927","https://iiif.micr.io/NRCyA/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/146667
160537,Tray,Artist/maker unknown,1780,Qing Dynasty (1644-1911),Containers,7 1/16 x 4 15/16 x 13/16 inches (18 x 12.6 x 2 cm),Hard-paste porcelain with underglaze blue decoration,,"Gift of Marie Josephine Rozet and Rebecca Mandeville Rozet Hunt, 1935","https://iiif.micr.io/YInVQ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160537
160569,Platter,Artist/maker unknown,1780,Qing Dynasty (1644-1911),Containers,8 7/16 x 6 1/4 x 7/8 inches (21.5 x 15.8 x 2.3 cm),Hard-paste porcelain with underglaze blue decoration,,"Gift of Marie Josephine Rozet and Rebecca Mandeville Rozet Hunt, 1935","https://iiif.micr.io/zaRpb/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160569
160576,Platter,Artist/maker unknown,1780,Qing Dynasty (1644-1911),Containers,Overall: 13 1/8 x 10 5/16 x 1 1/4 inches (33.3 x 26.2 x 3.1 cm),Hard-paste porcelain with underglaze blue decoration,,"Gift of Marie Josephine Rozet and Rebecca Mandeville Rozet Hunt, 1935","https://iiif.micr.io/Rboay/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160576
160586,Plate,Artist/maker unknown,c. 1730-1740,Qing Dynasty (1644-1911),Containers,3/4 × 9 inches (1.9 × 22.9 cm),Hard-paste porcelain with enamel and gilt decoration,"This scene of the Resurrection of Christ was taken from an illustration in <i>A Written and Visual History, Images of the Old and New Testaments (De Schriftuurlyke Geschiedenissen en Gelykenissen, Van het Oude en Nieuwe Verbond)</i>, a book of engravings by Dutch artist Jan Luyken (1649-1712).","Bequest of Warner J. Steel, 1937","https://iiif.micr.io/RqpJC/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160586
160598,Plate,Artist/maker unknown,c. 1750,Qing Dynasty (1644-1911),Containers,Diameter: 9 1/16 inches (23 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Warner J. Steel, 1937","https://iiif.micr.io/UhDZi/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160598
160600,Plate,Artist/maker unknown,c. 1745,Qing Dynasty (1644-1911),Containers,1 × 9 1/16 inches (2.5 × 23 cm),Hard-paste porcelain with enamel and gilt decoration,"This plate is decorated with a scene of a fortune-teller. The subject, a popular one in the eighteenth century, also appears on European porcelains.","Bequest of Warner J. Steel, 1937","https://iiif.micr.io/mxIfJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160600
160618,Dinner Plate,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,1 × 9 3/16 inches (2.5 × 23.3 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Warner J. Steel, 1937","https://iiif.micr.io/raGuM/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160618
160620,Saucer,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,1 1/4 × 5 9/16 inches (3.2 × 14.1 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Warner J. Steel, 1937","https://iiif.micr.io/DsomL/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160620
160802,Cup,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,2 1/2 × 3 1/4 × 2 3/8 inches (6.4 × 8.3 × 6 cm),Hard-paste porcelain with underglaze and gilded decoration,,"Gift of John Story Jenks, 1945","https://iiif.micr.io/juzdR/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160802
160865,Plate,Artist/maker unknown,c. 1785,Qing Dynasty (1644-1911),Containers,1 1/4 × 8 inches (3.2 × 20.3 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of the nephews of Mrs. Morris Hawkes, 1948","https://iiif.micr.io/Wjxub/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160865
160868,Cup,Artist/maker unknown,Mid- 18th century,Qing Dynasty (1644-1911),Containers,1 9/16 × 2 15/16 inches (4 × 7.5 cm),Hard-paste porcelain with underglaze and enamel decoration,,"Gift of the nephews of Mrs. Morris Hawkes, 1948","https://iiif.micr.io/KujJI/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160868
160945,Cup,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,1 11/16 × 2 5/8 inches (4.3 × 6.7 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/egaVO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160945
160947,Pitcher,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,3 1/2 × 3 3/4 × 3 1/8 inches (8.9 × 9.5 × 7.9 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/orIPV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160947
161363,Plate,Artist/maker unknown,c. 1735,Qing Dynasty (1644-1911),Containers,2 × 9 7/8 inches (5.1 × 25.1 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of the nephews of Mrs. Morris Hawkes, 1948","https://iiif.micr.io/wSAfg/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161363
161428,Dish,Artist/maker unknown,c. 1810,Qing Dynasty (1644-1911),Containers,10 × 8 1/16 × 1 1/2 inches (25.4 × 20.5 × 3.8 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/hpgeK/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161428
161442,Cup,Artist/maker unknown,c. 1795-1800,Qing Dynasty (1644-1911),Containers,1 7/8 × 4 1/8 × 3 1/2 inches (4.8 × 10.5 × 8.9 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/eLEto/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161442
161490,Basin,Artist/maker unknown,c. 1875,Qing Dynasty (1644-1911),Containers,4 3/4 × 16 1/4 inches (12.1 × 41.3 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Mrs. E. Paul du Pont, 1980","https://iiif.micr.io/WmLBq/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161490
161552,Plate,Artist/maker unknown,c. 1820,Qing Dynasty (1644-1911),Containers,1 × 9 13/16 inches (2.5 × 24.9 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Elizabeth Greenfield Petrie, 2000","https://iiif.micr.io/gGbdq/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161552
161658,Sauceboat,Artist/maker unknown,c. 1820,Qing Dynasty (1644-1911),Containers,3 3/8 × 3 1/2 × 7 inches (8.6 × 8.9 × 17.8 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Elizabeth Greenfield Petrie, 2000","https://iiif.micr.io/XKpmG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161658
320509,Saucer,Artist/maker unknown,c. 1790,Qing Dynasty (1644-1911),Containers,1 1/2 × 5 1/2 inches (3.8 × 14 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Emily Bacon Morrison in memory of Edward and Lizzie W. Bacon, 1927","https://iiif.micr.io/AVQzz/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320509
320588,Saucer,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,1 1/4 × 4 5/8 inches (3.2 × 11.7 cm),Hard-paste porcelain with underglaze and gilded decoration,,"Gift of John Story Jenks, 1945","https://iiif.micr.io/CvbvY/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320588
146609,Plate,Artist/maker unknown,c. 1790,Qing Dynasty (1644-1911),Containers,1 1/2 × 7 11/16 inches (3.8 × 19.5 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Emily Bacon Morrison in memory of Edward and Lizzie W. Bacon, 1927","https://iiif.micr.io/VVHgJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/146609
146636,Cup,Artist/maker unknown,c. 1790,Qing Dynasty (1644-1911),Containers,1 7/8 × 3 7/16 inches (4.8 × 8.7 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Emily Bacon Morrison in memory of Edward and Lizzie W. Bacon, 1927","https://iiif.micr.io/hbpyG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/146636
146668,Saucer,Artist/maker unknown,c. 1790,Qing Dynasty (1644-1911),Containers,1 × 5 3/8 inches (2.5 × 13.7 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Emily Bacon Morrison in memory of Edward and Lizzie W. Bacon, 1927","https://iiif.micr.io/QHVTs/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/146668
159948,Saucer,Artist/maker unknown,Late 18th century?,Qing Dynasty (1644-1911),Containers,1 1/4 × 5 9/16 inches (3.2 × 14.1 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Henrietta Dallas Pepper, 1935","https://iiif.micr.io/JJTHz/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/159948
160525,Vegetable Dish,Artist/maker unknown,c. 1810,Qing Dynasty (1644-1911),Containers,Overall: 11 1/16 x 8 5/8 x 1 3/4 inches (28.1 x 21.9 x 4.5 cm),Hard-paste porcelain with underglaze blue decoration,,"Gift of Marie Josephine Rozet and Rebecca Mandeville Rozet Hunt, 1935","https://iiif.micr.io/BUqbI/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160525
160589,Plate,Artist/maker unknown,c. 1775,Qing Dynasty (1644-1911),Containers,1 × 9 inches (2.5 × 22.9 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Warner J. Steel, 1937","https://iiif.micr.io/RmQhA/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160589
160591,Plate,Artist/maker unknown,c. 1740,Qing Dynasty (1644-1911),Containers,7/8 × 9 inches (2.2 × 22.9 cm),Hard-paste porcelain with enamel and gilt decoration,"This plate is painted with a portrait of Martin Luther, the founder of Protestantism, above a depiction of Christ and the disciples—images that derive from an engraving by Franz Brun (German, active c. 1559 to 1596). Brun’s engraving appears on the title page of a Bible published in Amsterdam in 1648 and in a 1734 Bible that includes illustrations by Dutch artist Jan Luyken (1649–1712), whose engravings were also often used as a source for decoration on Chinese export wares.","Bequest of Warner J. Steel, 1937","https://iiif.micr.io/ADgAo/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160591
160597,Plate,Artist/maker unknown,c. 1745,Qing Dynasty (1644-1911),Containers,7/8 × 9 1/16 inches (2.2 × 23 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Warner J. Steel, 1937","https://iiif.micr.io/KQROv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160597
160602,Plate,Artist/maker unknown,c. 1740,Qing Dynasty (1644-1911),Containers,7/8 × 9 1/8 inches (2.2 × 23.2 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Warner J. Steel, 1937","https://iiif.micr.io/bTMSQ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160602
160617,Soup Plate,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,1 1/2 × 8 inches (3.8 × 20.3 cm),Hard-paste porcelain with enamel and gilt decoration,,"Bequest of Warner J. Steel, 1937","https://iiif.micr.io/UScaB/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160617
160746,Cup,Artist/maker unknown,c. 1790,Qing Dynasty (1644-1911),Containers,1 7/8 × 3 7/16 inches (4.8 × 8.7 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Sarah McLean Williams in memory of Mrs. William L. McLean, 1942","https://iiif.micr.io/uqocV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160746
160749,Cup,Artist/maker unknown,c. 1790,Qing Dynasty (1644-1911),Containers,1 7/8 x 3 7/16 inches (4.8 x 8.7 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Sarah McLean Williams in memory of Mrs. William L. McLean, 1942","https://iiif.micr.io/RtWum/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160749
160753,Saucer,Artist/maker unknown,c. 1790,Qing Dynasty (1644-1911),Containers,1 1/4 × 5 1/2 inches (3.2 × 14 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Sarah McLean Williams in memory of Mrs. William L. McLean, 1942","https://iiif.micr.io/kPUmb/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160753
160755,Saucer,Artist/maker unknown,c. 1790,Qing Dynasty (1644-1911),Containers,1 1/4 × 5 1/2 inches (3.2 × 14 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Sarah McLean Williams in memory of Mrs. William L. McLean, 1942","https://iiif.micr.io/LFvcr/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160755
160798,Cup,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,2 × 3 1/2 inches (5.1 × 8.9 cm),Hard-paste porcelain with underglaze and gilded decoration,,"Gift of John Story Jenks, 1945","https://iiif.micr.io/MXXGe/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160798
160863,Plate,Artist/maker unknown,c. 1730-1740,Qing Dynasty (1644-1911),Containers,3/4 × 9 inches (1.9 × 22.9 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of the nephews of Mrs. Morris Hawkes, 1948","https://iiif.micr.io/yyFMv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160863
160962,Vase,Artist/maker unknown,c. 1770,Qing Dynasty (1644-1911),Containers,8 7/8 × 4 1/4 inches (22.5 × 10.8 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/PNiRZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160962
160981,Plate,Artist/maker unknown,c. 1730-1740,Qing Dynasty (1644-1911),Containers,1 × 8 7/8 inches (2.5 × 22.5 cm),Hard-paste porcelain with enamel and gilt decoration,,"The Samuel S. White 3rd and Vera White Collection, 1967","https://iiif.micr.io/IeViD/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160981
